,asset,sim_name,scen_id,std_unit,w_sharp,sharp_ratio_3m,sharp_ratio_6m,sharp_ratio_1y,sharp_ratio_2y,sharp_ratio_3y,tot_pnl_3m,tot_pnl_6m,tot_pnl_1y,tot_pnl_2y,tot_pnl_3y,tot_cost_3m,tot_cost_6m,tot_cost_1y,tot_cost_2y,tot_cost_3y,par_name0,par_value0,par_name1,par_value1,par_name2,par_value2,par_name3,par_value3,par_name4,par_value4,freq,channels,ma_chan,price_mode,lookbacks,ratios,trend_factor,lot_size,min_rng,vol_ratio,volumes
226,jm,DTsplit_180214,139,1900.074,1.750436,2.91022,2.77914,1.90727,1.07925,0.945439,403.5,745.5,955.0,1022.0,1101.5,39.5,77.5,164.5,333.5,484.0,param,"[0.3, 4, 0.5, 0.5]",machan,0,mode,TP,,0,,0,1,0,0,TP,4,0.3,0.5,60,0.0035,"[1.0, 0.0]",[1]
227,jm,DT3sp_180214,147,1800.456,1.514418,0.136367,1.80999,1.79992,1.08113,0.896917,14.5,441.5,854.0,1046.0,1066.5,11.5,13.5,19.5,46.5,81.0,param,"[0.5, 8, 0.5, 0.5]",machan,20,mode,TP,,0,,0,1,0,20,TP,8,0.5,0.5,60,0.0035,"[1.0, 0.0]",[1]
228,jm,DT4sp_180214,96,2049.696,1.5089192,2.84822,3.15711,1.27558,0.918163,0.65304,349.5,815.5,689.0,937.0,819.5,48.5,89.5,204.5,413.5,642.0,param,"[0.3, 8, 0.5, 0.5]",machan,0,mode,HL,,0,,0,1,0,0,HL,8,0.3,0.5,60,0.0035,"[1.0, 0.0]",[1]
229,jm,DTsplit_180214,83,1950.42,1.480348,2.71188,1.68976,1.55841,1.29758,0.969184,326.5,486.5,801.0,1236.0,1137.5,13.5,26.5,60.5,138.5,206.0,param,"[1.1, 1, 0.5, 0.5]",machan,20,mode,TP,,0,,0,1,0,20,TP,1,1.1,0.5,60,0.0035,"[1.0, 0.0]",[1]
230,jm,DT3sp_180214,86,1752.516,1.43894,0.60384,2.11046,1.48755,1.05457,0.868075,58.5,504.5,687.0,995.0,1008.5,6.5,10.5,23.5,42.5,66.0,param,"[0.9, 4, 0.5, 0.5]",machan,20,mode,HL,,0,,0,1,0,20,HL,4,0.9,0.5,60,0.0035,"[1.0, 0.0]",[1]
231,jm,DTsplit_180214,151,1890.252,1.419896,2.531,2.36814,1.67025,0.69542,0.708779,318.5,635.5,832.0,668.0,835.5,27.5,51.5,114.5,237.5,330.0,param,"[0.4, 4, 0.5, 0.5]",machan,0,mode,TP,,0,,0,1,0,0,TP,4,0.4,0.5,60,0.0035,"[1.0, 0.0]",[1]
232,jm,DTsplit_180214,81,1906.452,1.389988,2.73443,1.95334,1.24005,1.25825,0.942889,330.5,548.5,623.0,1181.0,1090.5,12.5,25.5,63.5,137.5,203.0,param,"[1.1, 1, 0.5, 0.5]",machan,10,mode,TP,,0,,0,1,0,10,TP,1,1.1,0.5,60,0.0035,"[1.0, 0.0]",[1]
233,jm,DTsplit_180214,143,1817.562,1.388494,1.97071,1.75831,1.48651,1.10557,1.00853,243.5,439.5,712.0,1013.0,1135.5,31.5,57.5,112.5,225.5,316.0,param,"[0.3, 4, 0.5, 0.5]",machan,20,mode,TP,,0,,0,1,0,20,TP,4,0.3,0.5,60,0.0035,"[1.0, 0.0]",[1]
234,jm,DTsplit_180214,63,1803.348,1.311568,1.97311,1.51914,1.42248,1.09687,0.870353,224.5,394.5,676.0,1018.0,994.5,27.5,51.5,104.5,217.5,320.0,param,"[0.8, 1, 0.5, 0.5]",machan,10,mode,TP,,0,,0,1,0,10,TP,1,0.8,0.5,60,0.0035,"[1.0, 0.0]",[1]
235,jm,DTsplit_180214,150,1972.698,1.2968612,2.89825,2.74443,1.32345,0.546488,0.500968,367.5,728.5,688.0,544.0,612.5,35.5,63.5,140.5,285.5,410.0,param,"[0.4, 4, 0.5, 0.5]",machan,0,mode,HL,,0,,0,1,0,0,HL,4,0.4,0.5,60,0.0035,"[1.0, 0.0]",[1]
236,jm,DT3sp_180214,75,1763.004,1.26237,0.772883,1.56825,1.22257,1.14923,0.979226,73.5,381.5,568.0,1085.0,1138.5,8.5,14.5,34.5,65.5,98.0,param,"[0.7, 4, 0.5, 0.5]",machan,20,mode,TP,,0,,0,1,0,20,TP,4,0.7,0.5,60,0.0035,"[1.0, 0.0]",[1]
237,jm,DTsplit_180214,80,1899.018,1.261098,1.65115,1.41345,1.09704,1.34898,1.11668,211.5,400.5,549.0,1269.0,1293.5,19.5,34.5,74.5,157.5,232.0,param,"[1.1, 1, 0.5, 0.5]",machan,10,mode,HL,,0,,0,1,0,10,HL,1,1.1,0.5,60,0.0035,"[1.0, 0.0]",[1]
238,jm,DT3sp_180214,80,1725.498,1.246122,0.550482,2.09185,1.25354,0.81584,0.627865,53.5,500.5,570.0,768.0,728.5,8.5,12.5,31.5,55.5,90.0,param,"[0.8, 4, 0.5, 0.5]",machan,20,mode,HL,,0,,0,1,0,20,HL,4,0.8,0.5,60,0.0035,"[1.0, 0.0]",[1]
239,jm,DTsplit_180214,145,1948.77,1.2452156,3.09474,2.4248,1.32217,0.578469,0.54289,394.5,658.5,679.0,567.0,653.5,33.5,63.5,140.5,283.5,410.0,param,"[0.35, 4, 0.5, 0.5]",machan,0,mode,TP,,0,,0,1,0,0,TP,4,0.35,0.5,60,0.0035,"[1.0, 0.0]",[1]
240,jm,DTsplit_180214,138,1966.146,1.2061404,2.5429,2.47332,1.21398,0.564711,0.410705,365.5,692.5,629.0,544.0,487.5,49.5,95.5,194.5,401.5,610.0,param,"[0.3, 4, 0.5, 0.5]",machan,0,mode,HL,,0,,0,1,0,0,HL,4,0.3,0.5,60,0.0035,"[1.0, 0.0]",[1]
241,jm,DTsplit_180214,156,1913.106,1.2060804,1.97624,1.94299,1.40236,0.641346,0.705061,242.5,512.5,707.0,626.0,844.5,31.5,55.5,114.5,235.5,328.0,param,"[0.45, 4, 0.5, 0.5]",machan,0,mode,HL,,0,,0,1,0,0,HL,4,0.45,0.5,60,0.0035,"[1.0, 0.0]",[1]
242,jm,DT3sp_180214,149,1825.2,1.1988408,-0.858944,1.3042,1.59256,0.752442,0.678114,-98.5,328.5,766.0,746.0,825.5,12.5,14.5,20.5,47.5,80.0,param,"[0.5, 8, 0.5, 0.5]",machan,40,mode,TP,,0,,0,1,0,40,TP,8,0.5,0.5,60,0.0035,"[1.0, 0.0]",[1]
243,jm,DTsplit_180214,157,1896.57,1.185188,1.95545,1.6964,1.03243,1.08234,1.00712,248.5,446.5,516.0,1044.0,1192.5,27.5,49.5,104.5,201.5,280.0,param,"[0.45, 4, 0.5, 0.5]",machan,0,mode,TP,,0,,0,1,0,0,TP,4,0.45,0.5,60,0.0035,"[1.0, 0.0]",[1]
244,jm,DTsplit_180214,31,1815.744,1.1694348,1.82741,1.94536,1.35634,0.594567,0.501735,234.5,524.5,649.0,549.0,569.5,27.5,49.5,100.5,215.5,308.0,param,"[1.0, 0, 0.5, 0.5]",machan,0,mode,TP,,0,,0,1,0,0,TP,0,1.0,0.5,60,0.0035,"[1.0, 0.0]",[1]
245,jm,DTvec_dchan_180214,108,1351.872,1.543858,2.22784,2.42145,1.4021,1.24682,1.02737,169.0,394.5,499.5,951.0,963.5,7.5,15.0,34.0,62.0,96.0,param,"[1.1, 1, 0.5, 0.0]",chan,11,mode,HL,,0,,0,1,11,0,HL,1,1.1,0.5,60,0.0035,"[0.0, 1.0]",[1]
246,jm,DTvec_dchan_180214,109,1334.934,1.48202,1.97535,2.06766,1.35877,1.31245,1.08959,151.5,343.0,478.0,978.5,999.5,7.5,15.0,31.0,57.0,87.0,param,"[1.1, 1, 0.5, 0.0]",chan,11,mode,TP,,0,,0,1,11,0,TP,1,1.1,0.5,60,0.0035,"[0.0, 1.0]",[1]
247,jm,DTvec_dchan_180214,106,1418.514,1.463522,0.547596,1.97451,1.56495,1.1066,0.892063,45.5,371.5,585.0,853.5,846.5,10.5,18.0,37.5,73.0,113.0,param,"[1.1, 1, 0.5, 0.0]",chan,5,mode,HL,,0,,0,1,5,0,HL,1,1.1,0.5,60,0.0035,"[0.0, 1.0]",[1]
248,jm,DTvec_pct10_180214,52,1456.806,1.441124,1.53397,1.96276,1.32845,1.29298,1.09104,136.5,382.5,510.0,1020.0,1058.0,7.5,15.0,34.0,62.0,96.0,param,"[1.1, 1, 0.5, 0.0]",chan,11,mode,HL,,0,,0,1,11,0,HL,1,1.1,0.5,60,0.0035,"[0.0, 1.0]",[1]
249,jm,DTvec_dchan_180214,107,1416.318,1.436432,0.211748,1.65378,1.48298,1.28121,1.07704,17.5,313.5,553.5,983.5,1018.0,10.5,18.0,34.5,67.0,101.0,param,"[1.1, 1, 0.5, 0.0]",chan,5,mode,TP,,0,,0,1,5,0,TP,1,1.1,0.5,60,0.0035,"[0.0, 1.0]",[1]
250,jm,DTvec_pct25_180214,54,1338.186,1.422212,1.68695,2.1491,1.29025,1.19073,1.01585,124.5,346.0,455.0,897.0,941.5,7.5,15.0,34.0,62.0,94.0,param,"[1.1, 1, 0.5, 0.0]",chan,21,mode,HL,,0,,0,1,21,0,HL,1,1.1,0.5,60,0.0035,"[0.0, 1.0]",[1]
251,jm,DTvec_dchan_180214,101,1338.918,1.4041164,1.52253,2.35673,1.33489,0.997036,0.84571,120.5,413.5,471.0,759.5,791.5,8.5,16.0,36.0,66.0,98.0,param,"[1.0, 1, 0.5, 0.0]",chan,11,mode,TP,,0,,0,1,11,0,TP,1,1.0,0.5,60,0.0035,"[0.0, 1.0]",[1]
252,jm,DTvec_dchan_180214,51,1481.976,1.376076,0.293797,1.4765,1.48897,1.21297,1.00711,23.5,298.0,581.5,956.5,977.0,9.5,16.5,30.5,63.0,96.0,param,"[1.1, 0, 0.5, 0.0]",chan,5,mode,TP,,0,,0,1,5,0,TP,0,1.1,0.5,60,0.0035,"[0.0, 1.0]",[1]
253,jm,DTvec_pct25_180214,55,1324.668,1.36694,1.40738,1.78332,1.24899,1.2767,1.10653,106.5,294.0,436.0,941.5,1004.5,7.5,15.0,31.0,57.0,85.0,param,"[1.1, 1, 0.5, 0.0]",chan,21,mode,TP,,0,,0,1,21,0,TP,1,1.1,0.5,60,0.0035,"[0.0, 1.0]",[1]
254,jm,DTvec_dchan_180214,181,1463.838,1.361572,1.79925,2.5362,1.05506,1.08077,0.928727,150.0,512.0,407.0,795.0,840.5,14.0,25.0,63.0,124.0,178.0,param,"[0.25, 4, 0.5, 0.0]",chan,11,mode,TP,,0,,0,1,11,0,TP,4,0.25,0.5,60,0.0035,"[0.0, 1.0]",[1]
255,jm,DTvec_pct10_180214,53,1446.18,1.360406,1.31237,1.63135,1.25556,1.32978,1.12353,116.5,321.5,478.5,1029.0,1069.0,7.5,15.0,31.0,57.0,87.0,param,"[1.1, 1, 0.5, 0.0]",chan,11,mode,TP,,0,,0,1,11,0,TP,1,1.1,0.5,60,0.0035,"[0.0, 1.0]",[1]
256,jm,DTvec_dchan_180214,99,1402.806,1.358832,-0.0476286,1.98919,1.51485,0.887635,0.770501,-4.0,393.5,560.0,669.0,714.5,11.5,19.0,39.5,77.0,113.0,param,"[1.0, 1, 0.5, 0.0]",chan,5,mode,TP,,0,,0,1,5,0,TP,1,1.0,0.5,60,0.0035,"[0.0, 1.0]",[1]
257,jm,DTvec_dchan_180214,43,1480.026,1.3528512,0.708653,1.92143,1.44222,0.979193,0.8459,56.0,385.5,562.5,753.0,800.0,9.5,16.5,34.5,71.0,105.0,param,"[1.0, 0, 0.5, 0.0]",chan,5,mode,TP,,0,,0,1,5,0,TP,0,1.0,0.5,60,0.0035,"[0.0, 1.0]",[1]
258,jm,DTvec_pct25_180214,51,1329.912,1.3374816,0.999022,2.14826,1.28115,0.988424,0.8829,77.5,376.5,449.0,743.0,816.0,8.5,16.0,36.0,66.0,96.0,param,"[1.0, 1, 0.5, 0.0]",chan,21,mode,TP,,0,,0,1,21,0,TP,1,1.0,0.5,60,0.0035,"[0.0, 1.0]",[1]
259,jm,DTvec_dchan_180214,110,1263.726,1.3074964,2.94102,2.45096,0.893331,1.14993,0.980554,217.0,393.5,297.5,815.0,856.0,6.5,14.0,33.0,60.0,91.0,param,"[1.1, 1, 0.5, 0.0]",chan,21,mode,HL,,0,,0,1,21,0,HL,1,1.1,0.5,60,0.0035,"[0.0, 1.0]",[1]
260,jm,DTvec_pct25_180214,91,1413.384,1.302592,1.30446,2.31548,1.01084,1.0879,0.929271,107.0,445.5,376.5,783.0,823.0,14.0,26.0,64.0,125.0,178.0,param,"[0.25, 4, 0.5, 0.0]",chan,21,mode,TP,,0,,0,1,21,0,TP,4,0.25,0.5,60,0.0035,"[0.0, 1.0]",[1]
261,jm,DTvec_pct10_180214,49,1449.084,1.29524,0.934574,1.9084,1.24781,1.03609,0.897027,85.5,392.5,476.5,815.5,867.0,8.5,16.0,36.0,66.0,98.0,param,"[1.0, 1, 0.5, 0.0]",chan,11,mode,TP,,0,,0,1,11,0,TP,1,1.0,0.5,60,0.0035,"[0.0, 1.0]",[1]
262,jm,DTvec_dchan_180214,50,1446.966,1.29391,0.82922,1.61851,1.33618,1.08934,0.901797,65.5,305.0,509.5,846.5,862.0,9.5,17.0,34.5,69.0,105.0,param,"[1.1, 0, 0.5, 0.0]",chan,5,mode,HL,,0,,0,1,5,0,HL,0,1.1,0.5,60,0.0035,"[0.0, 1.0]",[1]
263,jm,DTvec_pct25_180214,52,1449.024,1.261562,0.603263,1.58933,1.16536,1.19388,0.997617,53.0,309.0,445.0,939.5,965.0,8.5,16.0,35.0,64.0,99.0,param,"[1.1, 1, 0.5, 0.0]",chan,11,mode,HL,,0,,0,1,11,0,HL,1,1.1,0.5,60,0.0035,"[0.0, 1.0]",[1]
264,jm,DTvec_pct25_180214,94,1466.694,1.2589464,1.10656,2.03289,0.985741,1.14518,0.952372,93.5,397.5,381.0,847.5,867.5,14.0,25.0,59.0,112.0,161.0,param,"[0.3, 4, 0.5, 0.0]",chan,21,mode,HL,,0,,0,1,21,0,HL,4,0.3,0.5,60,0.0035,"[0.0, 1.0]",[1]
265,ZC,DTvec_180214,120,709.103,1.4447288,1.23037,2.2906,1.57688,0.889642,0.901584,36.2,129.0,176.8,218.4,235.0,11.0,18.6,37.0,71.8,80.0,param,"[0.5, 2, 0.5, 0.0]",machan,0,mode,HL,,0,,0,1,0,0,HL,2,0.5,0.5,100,0.0035,"[1.0, 0.0]",[1]
266,ZC,DTasym_180214,74,702.672,1.389928,2.57798,2.45721,1.49051,0.755705,0.795081,72.2,133.4,165.6,182.8,204.6,9.0,16.6,32.6,66.6,74.0,param,"[0.4, 2, 0.5, 0.5]",machan,20,mode,HL,,0,,0,1,0,20,HL,2,0.4,0.5,100,0.0035,"[1.0, 0.0]",[1]
267,ZC,DTasym_180214,68,711.884,1.326978,2.38161,2.56997,1.17271,0.85975,0.866276,68.6,137.0,132.0,205.2,220.2,10.2,17.0,38.6,75.0,84.0,param,"[0.35, 2, 0.5, 0.5]",machan,10,mode,HL,,0,,0,1,0,10,HL,2,0.35,0.5,100,0.0035,"[1.0, 0.0]",[1]
268,ZC,DTvec_180214,103,693.921,1.3257428,1.21249,1.89257,1.78638,0.581692,0.535386,31.8,102.2,196.0,142.4,139.6,13.4,23.4,45.4,94.2,105.2,param,"[0.35, 2, 0.5, 0.0]",machan,0,mode,TP,,0,,0,1,0,0,TP,2,0.35,0.5,100,0.0035,"[1.0, 0.0]",[1]
269,ZC,DTasym_180214,70,711.953,1.271706,2.20373,2.36141,1.31118,0.68738,0.686643,60.6,127.0,147.6,162.8,173.4,11.0,18.6,39.4,79.8,90.4,param,"[0.35, 2, 0.5, 0.5]",machan,20,mode,HL,,0,,0,1,0,20,HL,2,0.35,0.5,100,0.0035,"[1.0, 0.0]",[1]
270,ZC,DTvec_180214,108,694.973,1.2570844,1.38481,2.16632,1.37962,0.679931,0.6619,38.2,116.2,151.6,167.6,173.8,13.4,23.4,48.6,95.8,107.2,param,"[0.4, 2, 0.5, 0.0]",machan,0,mode,HL,,0,,0,1,0,0,HL,2,0.4,0.5,100,0.0035,"[1.0, 0.0]",[1]
271,ZC,DTvec_180214,114,709.518,1.2542432,0.62373,1.66908,1.35133,0.949738,0.969684,18.2,95.0,151.6,235.2,255.0,12.6,21.8,42.6,82.2,91.2,param,"[0.45, 2, 0.5, 0.0]",machan,0,mode,HL,,0,,0,1,0,0,HL,2,0.45,0.5,100,0.0035,"[1.0, 0.0]",[1]
272,ZC,DTasym_180214,69,713.403,1.2098008,2.28503,2.30586,1.1844,0.687172,0.662853,67.4,125.4,133.6,170.8,175.2,8.6,15.4,33.0,65.4,73.2,param,"[0.35, 2, 0.5, 0.5]",machan,10,mode,TP,,0,,0,1,0,10,TP,2,0.35,0.5,100,0.0035,"[1.0, 0.0]",[1]
273,ZC,DTasym_180214,71,712.439,1.175946,2.19374,2.15183,1.35645,0.5075,0.51537,61.4,117.4,152.8,125.2,135.2,9.4,17.0,33.8,69.4,77.2,param,"[0.35, 2, 0.5, 0.5]",machan,20,mode,TP,,0,,0,1,0,20,TP,2,0.35,0.5,100,0.0035,"[1.0, 0.0]",[1]
274,ZC,DTasym_180214,72,685.276,1.1736536,2.97096,2.72414,1.0189,0.553164,0.581935,84.6,145.0,110.4,136.8,153.0,8.2,15.0,32.6,64.2,71.6,param,"[0.4, 2, 0.5, 0.5]",machan,10,mode,HL,,0,,0,1,0,10,HL,2,0.4,0.5,100,0.0035,"[1.0, 0.0]",[1]
275,ZC,DTvec_180214,109,709.116,1.1311368,0.535,1.65011,1.31999,0.682797,0.654929,15.4,91.8,148.0,168.4,172.0,12.6,21.0,41.8,83.0,91.6,param,"[0.4, 2, 0.5, 0.0]",machan,0,mode,TP,,0,,0,1,0,0,TP,2,0.4,0.5,100,0.0035,"[1.0, 0.0]",[1]
276,ZC,DTasym_180214,63,714.34,1.0837072,0.572901,1.82374,1.30326,0.494138,0.502077,16.6,103.4,147.2,121.6,131.6,15.0,24.2,49.8,103.0,114.8,param,"[0.25, 2, 0.5, 0.5]",machan,20,mode,TP,,0,,0,1,0,20,TP,2,0.25,0.5,100,0.0035,"[1.0, 0.0]",[1]
277,ZC,DTasym_180214,67,704.676,1.0464332,1.48617,1.89965,1.27087,0.395388,0.436423,40.6,103.8,141.6,96.0,112.8,11.8,20.2,41.0,83.8,93.2,param,"[0.3, 2, 0.5, 0.5]",machan,20,mode,TP,,0,,0,1,0,20,TP,2,0.3,0.5,100,0.0035,"[1.0, 0.0]",[1]
278,ZC,DTasym_180214,54,735.315,0.9950428,1.90472,1.3853,1.16975,0.625207,0.721022,60.2,81.4,136.0,160.4,195.4,5.0,9.0,15.4,29.8,33.6,param,"[1.1, 1, 0.5, 0.5]",machan,20,mode,HL,,0,,0,1,0,20,HL,1,1.1,0.5,100,0.0035,"[1.0, 0.0]",[1]
279,ZC,DTvec_180214,13,706.229,0.96992824,1.82642,1.97311,1.39345,0.0448156,0.125594,51.4,107.8,155.6,11.6,34.4,9.4,17.0,33.0,69.4,75.6,param,"[0.7, 0, 0.5, 0.0]",machan,0,mode,TP,,0,,0,1,0,0,TP,0,0.7,0.5,100,0.0035,"[1.0, 0.0]",[1]
280,ZC,DTasym_180214,91,698.768,0.9557108,2.00209,1.52889,1.19472,0.430112,0.493829,56.2,83.4,132.0,109.6,133.2,7.0,13.0,28.2,61.4,67.6,param,"[0.25, 4, 0.5, 0.5]",machan,20,mode,TP,,0,,0,1,0,20,TP,4,0.25,0.5,100,0.0035,"[1.0, 0.0]",[1]
281,ZC,DTasym_180214,82,725.481,0.938476,2.52867,1.72818,0.819461,0.662639,0.673029,76.2,100.2,94.0,172.0,185.0,6.6,13.4,27.0,49.4,55.6,param,"[0.5, 2, 0.5, 0.5]",machan,20,mode,HL,,0,,0,1,0,20,HL,2,0.5,0.5,100,0.0035,"[1.0, 0.0]",[1]
282,ZC,DTvec_180214,150,699.542,0.9279992,3.34958,1.71586,0.860696,0.601372,0.60001,92.6,95.4,95.2,151.6,160.2,5.4,11.4,27.4,55.8,64.0,param,"[0.4, 4, 0.5, 0.0]",machan,0,mode,HL,,0,,0,1,0,0,HL,4,0.4,0.5,100,0.0035,"[1.0, 0.0]",[1]
283,ZC,DTvec_180214,115,710.866,0.9155924,0.671504,1.39016,1.04272,0.551181,0.584553,19.4,78.6,117.2,134.0,150.8,11.8,20.2,38.6,75.0,82.0,param,"[0.45, 2, 0.5, 0.0]",machan,0,mode,TP,,0,,0,1,0,0,TP,2,0.45,0.5,100,0.0035,"[1.0, 0.0]",[1]
284,ZC,DTasym_180214,77,705.926,0.9072068,2.66277,2.04084,0.852912,0.394685,0.390231,79.4,113.4,95.2,100.8,105.6,5.8,11.8,25.4,49.4,54.4,param,"[0.45, 2, 0.5, 0.5]",machan,10,mode,TP,,0,,0,1,0,10,TP,2,0.45,0.5,100,0.0035,"[1.0, 0.0]",[1]
285,ZC,DTsplit_180214,137,713.055,1.616322,1.83194,1.57025,1.78456,1.47112,1.45095,53.8,88.6,201.2,342.0,358.8,13.0,25.0,49.8,98.6,111.2,param,"[0.25, 4, 0.5, 0.5]",machan,20,mode,TP,,0,,0,1,0,20,TP,4,0.25,0.5,100,0.0035,"[1.0, 0.0]",[1]
286,ZC,DT3sp_180214,34,700.362,1.611372,1.56332,1.88648,1.78801,1.29718,1.3823,43.0,103.4,198.0,316.8,356.6,7.4,12.2,24.2,46.6,52.0,param,"[1.0, 2, 0.5, 0.5]",machan,40,mode,HL,,0,,0,1,0,40,HL,2,1.0,0.5,100,0.0035,"[1.0, 0.0]",[1]
287,ZC,DTsplit_180214,142,719.315,1.597318,1.51188,1.66579,1.96598,1.19442,1.14151,45.4,93.4,223.6,289.6,294.6,13.8,25.0,46.6,93.8,107.6,param,"[0.3, 4, 0.5, 0.5]",machan,20,mode,HL,,0,,0,1,0,20,HL,4,0.3,0.5,100,0.0035,"[1.0, 0.0]",[1]
288,ZC,DTsplit_180214,148,699.71,1.49379,2.49103,1.74241,1.92706,0.93621,0.874316,74.2,93.4,213.2,229.6,228.2,9.8,19.0,36.6,74.6,86.8,param,"[0.35, 4, 0.5, 0.5]",machan,20,mode,HL,,0,,0,1,0,20,HL,4,0.35,0.5,100,0.0035,"[1.0, 0.0]",[1]
289,ZC,DTsplit_180214,34,710.37,1.476534,2.61376,1.93661,1.57407,1.14896,1.23321,76.2,108.2,176.8,287.2,325.8,7.4,13.4,29.0,54.2,60.8,param,"[1.0, 0, 0.5, 0.5]",machan,20,mode,HL,,0,,0,1,0,20,HL,0,1.0,0.5,100,0.0035,"[1.0, 0.0]",[1]
290,ZC,DTsplit_180214,32,714.872,1.4691184,2.35363,2.19848,1.62078,0.952776,1.07778,69.0,123.4,183.2,240.8,287.4,6.6,11.0,26.6,53.4,58.4,param,"[1.0, 0, 0.5, 0.5]",machan,10,mode,HL,,0,,0,1,0,10,HL,0,1.0,0.5,100,0.0035,"[1.0, 0.0]",[1]
291,ZC,DTsplit_180214,156,691.138,1.4105672,0.429934,1.93861,1.99855,0.558563,0.660615,12.6,106.6,218.4,141.6,177.4,12.2,21.0,39.4,83.4,93.2,param,"[0.45, 4, 0.5, 0.5]",machan,0,mode,HL,,0,,0,1,0,0,HL,4,0.45,0.5,100,0.0035,"[1.0, 0.0]",[1]
292,ZC,DTsplit_180214,150,676.981,1.3984936,0.526541,1.70884,1.88339,0.758424,0.818057,14.6,91.4,201.6,182.4,209.4,13.0,23.4,45.8,96.2,107.6,param,"[0.4, 4, 0.5, 0.5]",machan,0,mode,HL,,0,,0,1,0,0,HL,4,0.4,0.5,100,0.0035,"[1.0, 0.0]",[1]
293,ZC,DTsplit_180214,160,676.069,1.3743048,4.16725,1.91888,1.74748,0.728842,0.759845,114.2,97.8,186.8,177.2,195.8,5.4,12.6,24.6,49.8,57.2,param,"[0.45, 4, 0.5, 0.5]",machan,20,mode,HL,,0,,0,1,0,20,HL,4,0.45,0.5,100,0.0035,"[1.0, 0.0]",[1]
294,ZC,DT3sp_180214,29,709.726,1.3359412,0.682187,1.48031,1.77154,0.828158,0.951242,20.6,87.4,198.8,200.0,242.8,7.4,12.2,23.4,45.8,50.0,param,"[0.9, 2, 0.5, 0.5]",machan,40,mode,TP,,0,,0,1,0,40,TP,2,0.9,0.5,100,0.0035,"[1.0, 0.0]",[1]
295,ZC,DT3sp_180214,138,673.701,1.301144,1.70939,1.49876,1.42693,1.07655,1.06716,51.4,80.6,152.0,260.8,275.0,9.4,16.6,33.8,69.4,78.8,param,"[0.4, 8, 0.5, 0.5]",machan,0,mode,HL,,0,,0,1,0,0,HL,8,0.4,0.5,100,0.0035,"[1.0, 0.0]",[1]
296,ZC,DT3sp_180214,119,779.048,1.285902,1.76651,1.21615,1.24047,1.36621,1.20554,55.0,81.0,152.8,358.4,335.6,0.2,1.0,1.8,3.0,6.0,param,"[1.4, 4, 0.5, 0.5]",machan,40,mode,TP,,0,,0,1,0,40,TP,4,1.4,0.5,100,0.0035,"[1.0, 0.0]",[1]
297,ZC,DTsplit_180214,151,688.623,1.2812704,0.237559,1.85173,1.83318,0.444131,0.55255,7.0,101.0,199.6,108.8,143.6,12.2,20.2,39.4,83.4,92.0,param,"[0.4, 4, 0.5, 0.5]",machan,0,mode,TP,,0,,0,1,0,0,TP,4,0.4,0.5,100,0.0035,"[1.0, 0.0]",[1]
298,ZC,DTsplit_180214,155,675.683,1.235286,2.84667,1.39101,1.71853,0.67418,0.711146,79.8,71.0,183.6,164.8,184.4,6.6,13.4,25.8,50.6,56.8,param,"[0.4, 4, 0.5, 0.5]",machan,20,mode,TP,,0,,0,1,0,20,TP,4,0.4,0.5,100,0.0035,"[1.0, 0.0]",[1]
299,ZC,DT4sp_180214,84,720.64,1.2282564,2.42071,2.33405,1.45334,0.450276,0.541668,70.6,125.8,165.6,113.6,144.6,5.8,9.0,17.8,35.4,40.8,param,"[1.0, 4, 0.5, 0.5]",machan,0,mode,HL,,0,,0,1,0,0,HL,4,1.0,0.5,100,0.0035,"[1.0, 0.0]",[1]
300,ZC,DT3sp_180214,133,725.458,1.20174,0.150222,1.20666,1.31815,1.08287,1.01741,4.2,67.0,151.2,264.0,263.6,14.6,25.8,50.6,97.4,109.6,param,"[0.3, 8, 0.5, 0.5]",machan,0,mode,TP,,0,,0,1,0,0,TP,8,0.3,0.5,100,0.0035,"[1.0, 0.0]",[1]
301,ZC,DTsplit_180214,143,725.461,1.1965248,1.60059,1.12683,1.70522,0.722677,0.768908,48.2,65.8,195.6,177.6,200.8,11.4,21.8,40.2,81.0,92.0,param,"[0.3, 4, 0.5, 0.5]",machan,20,mode,TP,,0,,0,1,0,20,TP,4,0.3,0.5,100,0.0035,"[1.0, 0.0]",[1]
302,ZC,DTsplit_180214,164,704.483,1.1875656,4.20603,2.3954,1.47231,0.298904,0.316161,119.8,132.6,164.0,77.6,87.0,3.8,7.8,18.6,38.2,44.4,param,"[0.5, 4, 0.5, 0.5]",machan,10,mode,HL,,0,,0,1,0,10,HL,4,0.5,0.5,100,0.0035,"[1.0, 0.0]",[1]
303,ZC,DT4sp_180214,100,698.706,1.1805392,1.56021,1.34343,1.35776,0.921873,0.84799,45.8,72.2,150.0,221.6,217.0,14.2,27.8,49.4,99.0,114.8,param,"[0.3, 8, 0.5, 0.5]",machan,40,mode,HL,,0,,0,1,0,40,HL,8,0.3,0.5,100,0.0035,"[1.0, 0.0]",[1]
304,ZC,DTsplit_180214,159,715.476,1.1528036,3.82374,2.06989,1.52041,0.326654,0.352151,111.0,115.4,172.0,84.4,96.4,3.8,7.8,18.6,39.8,44.8,param,"[0.45, 4, 0.5, 0.5]",machan,10,mode,TP,,0,,0,1,0,10,TP,4,0.45,0.5,100,0.0035,"[1.0, 0.0]",[1]
