,asset,sim_name,scen_id,std_unit,w_sharp,sharp_ratio_3m,sharp_ratio_6m,sharp_ratio_1y,sharp_ratio_2y,sharp_ratio_3y,tot_pnl_3m,tot_pnl_6m,tot_pnl_1y,tot_pnl_2y,tot_pnl_3y,tot_cost_3m,tot_cost_6m,tot_cost_1y,tot_cost_2y,tot_cost_3y,par_name0,par_value0,par_name1,par_value1,par_name2,par_value2,par_name3,par_value3,par_name4,par_value4,freq,channels,ma_chan,price_mode,lookbacks,ratios,trend_factor,lot_size,min_rng,vol_ratio,volumes
632,cs,DTvec_pct10_180214,70,128.961,1.33267,0.506793,1.42975,1.41241,1.20439,1.10116,23.0,140.0,288.0,618.0,901.0,35.0,63.0,121.0,269.0,406.0,param,"[0.35, 2, 0.5, 0.0]",chan,21,mode,HL,,0,,0,1,21,0,HL,2,0.35,0.5,10,0.0035,"[0.0, 1.0]",[1]
633,cs,DTvec_dchan_180214,205,131.818,1.3326288,0.269455,1.35747,1.72725,0.925587,1.19748,14.0,129.0,360.0,496.0,1030.0,19.0,31.0,58.0,127.0,180.0,param,"[0.4, 4, 0.5, 0.0]",chan,11,mode,TP,,0,,0,1,11,0,TP,4,0.4,0.5,10,0.0035,"[0.0, 1.0]",[1]
634,cs,DTvec_pct10_180214,37,133.708,1.329258,0.564788,2.04107,1.38119,0.92142,1.13161,28.0,211.0,292.0,480.0,946.0,23.0,39.0,90.0,199.0,292.0,param,"[0.7, 1, 0.5, 0.0]",chan,11,mode,TP,,0,,0,1,11,0,TP,1,0.7,0.5,10,0.0035,"[0.0, 1.0]",[1]
635,cs,DTvec_pct10_180214,77,132.4,1.326774,-0.143129,1.83883,1.24197,1.15555,1.25623,-7.0,188.0,260.0,609.0,1067.0,25.0,41.0,86.0,189.0,268.0,param,"[0.45, 2, 0.5, 0.0]",chan,11,mode,TP,,0,,0,1,11,0,TP,2,0.45,0.5,10,0.0035,"[0.0, 1.0]",[1]
636,cs,DTvec_pct10_180214,74,130.707,1.324362,0.900041,1.75107,1.21935,1.21602,1.08872,43.0,173.0,252.0,651.0,919.0,29.0,53.0,109.0,233.0,356.0,param,"[0.4, 2, 0.5, 0.0]",chan,21,mode,HL,,0,,0,1,21,0,HL,2,0.4,0.5,10,0.0035,"[0.0, 1.0]",[1]
637,cs,DTvec_dchan_180214,181,127.988,1.323302,0.982286,1.58411,1.47256,1.04364,1.09354,48.0,151.0,298.0,543.0,921.0,27.0,49.0,98.0,215.0,312.0,param,"[0.25, 4, 0.5, 0.0]",chan,11,mode,TP,,0,,0,1,11,0,TP,4,0.25,0.5,10,0.0035,"[0.0, 1.0]",[1]
638,c,DTvec_180214,103,101.8,1.621956,2.33857,2.06936,1.55938,1.46083,1.09594,87.0,144.0,251.0,573.0,680.0,37.0,69.0,163.0,377.0,574.0,param,"[0.35, 2, 0.5, 0.0]",machan,0,mode,TP,,0,,0,1,0,0,TP,2,0.35,0.5,10,0.0035,"[1.0, 0.0]",[1]
639,c,DTvec_180214,108,103.291,1.61078,2.2609,1.65522,1.35319,1.84615,1.11829,89.0,122.0,221.0,731.0,702.0,41.0,81.0,183.0,401.0,630.0,param,"[0.4, 2, 0.5, 0.0]",machan,0,mode,HL,,0,,0,1,0,0,HL,2,0.4,0.5,10,0.0035,"[1.0, 0.0]",[1]
640,c,DTvec_180214,73,105.938,1.5284344,2.54662,2.53742,1.74922,0.803156,0.493108,91.0,170.0,293.0,345.0,326.0,23.0,39.0,93.0,215.0,324.0,param,"[1.0, 1, 0.5, 0.0]",machan,0,mode,TP,,0,,0,1,0,0,TP,1,1.0,0.5,10,0.0035,"[1.0, 0.0]",[1]
641,c,DTvec_180214,67,105.92,1.490866,2.02326,2.28201,1.55844,1.02772,0.864883,71.0,152.0,261.0,441.0,568.0,27.0,43.0,101.0,235.0,356.0,param,"[0.9, 1, 0.5, 0.0]",machan,0,mode,TP,,0,,0,1,0,0,TP,1,0.9,0.5,10,0.0035,"[1.0, 0.0]",[1]
642,c,DTvec_180214,25,105.45,1.4000028,2.02326,2.28201,1.43343,0.925572,0.647694,71.0,152.0,239.0,395.0,424.0,27.0,43.0,97.0,219.0,336.0,param,"[0.9, 0, 0.5, 0.0]",machan,0,mode,TP,,0,,0,1,0,0,TP,0,0.9,0.5,10,0.0035,"[1.0, 0.0]",[1]
643,c,DTvec_180214,114,106.607,1.3736724,2.59558,2.03863,0.931406,1.48346,0.790271,99.0,148.0,157.0,605.0,508.0,35.0,71.0,173.0,363.0,576.0,param,"[0.45, 2, 0.5, 0.0]",machan,0,mode,HL,,0,,0,1,0,0,HL,2,0.45,0.5,10,0.0035,"[1.0, 0.0]",[1]
644,c,DTasym_180214,60,103.245,1.3729276,2.47832,2.29284,0.961739,1.32416,1.017,97.0,160.0,157.0,527.0,640.0,33.0,57.0,155.0,397.0,606.0,param,"[0.25, 2, 0.5, 0.5]",machan,10,mode,HL,,0,,0,1,0,10,HL,2,0.25,0.5,10,0.0035,"[1.0, 0.0]",[1]
645,c,DTvec_180214,102,102.109,1.3190744,1.53637,1.30297,0.947661,1.69854,1.21121,63.0,98.0,153.0,677.0,778.0,45.0,85.0,203.0,445.0,690.0,param,"[0.35, 2, 0.5, 0.0]",machan,0,mode,HL,,0,,0,1,0,0,HL,2,0.35,0.5,10,0.0035,"[1.0, 0.0]",[1]
646,c,DTasym_180214,61,100.024,1.28959,2.62976,1.86541,1.05594,1.23533,0.831696,89.0,120.0,167.0,495.0,520.0,29.0,53.0,131.0,329.0,498.0,param,"[0.25, 2, 0.5, 0.5]",machan,10,mode,TP,,0,,0,1,0,10,TP,2,0.25,0.5,10,0.0035,"[1.0, 0.0]",[1]
647,c,DTasym_180214,62,102.371,1.2675696,1.92312,2.07977,0.994659,1.13438,0.67749,73.0,142.0,161.0,459.0,438.0,33.0,57.0,151.0,393.0,622.0,param,"[0.25, 2, 0.5, 0.5]",machan,20,mode,HL,,0,,0,1,0,20,HL,2,0.25,0.5,10,0.0035,"[1.0, 0.0]",[1]
648,c,DTvec_180214,31,107.088,1.264442,2.54662,2.46732,1.24614,0.681305,0.331485,91.0,166.0,211.0,297.0,222.0,23.0,39.0,89.0,199.0,304.0,param,"[1.0, 0, 0.5, 0.0]",machan,0,mode,TP,,0,,0,1,0,0,TP,0,1.0,0.5,10,0.0035,"[1.0, 0.0]",[1]
649,c,DTasym_180214,64,103.855,1.2572804,2.35747,2.12481,0.785576,1.29522,0.721376,93.0,150.0,129.0,509.0,456.0,31.0,55.0,149.0,363.0,564.0,param,"[0.3, 2, 0.5, 0.5]",machan,10,mode,HL,,0,,0,1,0,10,HL,2,0.3,0.5,10,0.0035,"[1.0, 0.0]",[1]
650,c,DTasym_180214,66,101.485,1.2549732,1.80306,1.94974,0.941023,1.22154,0.611482,69.0,134.0,151.0,495.0,396.0,31.0,55.0,141.0,351.0,564.0,param,"[0.3, 2, 0.5, 0.5]",machan,20,mode,HL,,0,,0,1,0,20,HL,2,0.3,0.5,10,0.0035,"[1.0, 0.0]",[1]
651,c,DTasym_180214,37,103.602,1.242224,2.47568,2.00146,1.28807,0.81676,0.455609,83.0,132.0,211.0,351.0,302.0,19.0,35.0,85.0,203.0,308.0,param,"[0.7, 1, 0.5, 0.5]",machan,10,mode,TP,,0,,0,1,0,10,TP,1,0.7,0.5,10,0.0035,"[1.0, 0.0]",[1]
652,c,DTasym_180214,33,103.149,1.225194,1.93413,1.80319,1.09752,1.06387,0.824149,65.0,118.0,179.0,445.0,532.0,23.0,39.0,93.0,231.0,352.0,param,"[0.6, 1, 0.5, 0.5]",machan,10,mode,TP,,0,,0,1,0,10,TP,1,0.6,0.5,10,0.0035,"[1.0, 0.0]",[1]
653,c,DTvec_180214,78,109.303,1.223366,2.65394,2.16858,1.26718,0.706945,0.451783,95.0,150.0,219.0,307.0,302.0,23.0,43.0,105.0,231.0,348.0,param,"[1.1, 1, 0.5, 0.0]",machan,0,mode,HL,,0,,0,1,0,0,HL,1,1.1,0.5,10,0.0035,"[1.0, 0.0]",[1]
654,c,DTvec_180214,72,109.177,1.2193788,2.39648,1.80227,1.24548,0.901832,0.723818,83.0,124.0,215.0,393.0,480.0,27.0,51.0,117.0,255.0,400.0,param,"[1.0, 1, 0.5, 0.0]",machan,0,mode,HL,,0,,0,1,0,0,HL,1,1.0,0.5,10,0.0035,"[1.0, 0.0]",[1]
655,c,DTvec_180214,109,104.384,1.210458,2.21194,1.84149,1.01184,1.09356,0.704423,83.0,130.0,167.0,437.0,444.0,37.0,69.0,163.0,357.0,530.0,param,"[0.4, 2, 0.5, 0.0]",machan,0,mode,TP,,0,,0,1,0,0,TP,2,0.4,0.5,10,0.0035,"[1.0, 0.0]",[1]
656,c,DTvec_180214,19,105.449,1.197392,1.78517,1.91259,1.40945,0.627735,0.427167,61.0,124.0,235.0,267.0,278.0,31.0,51.0,109.0,259.0,396.0,param,"[0.8, 0, 0.5, 0.0]",machan,0,mode,TP,,0,,0,1,0,0,TP,0,0.8,0.5,10,0.0035,"[1.0, 0.0]",[1]
657,c,DTasym_180214,5,102.899,1.1646808,1.93413,1.80319,1.05102,0.959087,0.621976,65.0,118.0,171.0,397.0,400.0,23.0,39.0,89.0,223.0,340.0,param,"[0.6, 0, 0.5, 0.5]",machan,10,mode,TP,,0,,0,1,0,10,TP,0,0.6,0.5,10,0.0035,"[1.0, 0.0]",[1]
658,c,DTvec_dchan_180214,89,94.9623,1.0624484,1.43116,1.72793,1.17216,0.619996,0.367376,47.0,107.0,176.0,238.0,216.0,23.0,37.0,82.0,183.0,270.0,param,"[0.9, 1, 0.5, 0.0]",chan,3,mode,TP,,0,,0,1,3,0,TP,1,0.9,0.5,10,0.0035,"[0.0, 1.0]",[1]
659,c,DTvec_dchan_180214,97,95.1203,1.0587116,1.73262,1.84429,1.24335,0.481284,0.105352,57.0,114.0,187.0,186.0,63.0,21.0,35.0,78.0,171.0,252.0,param,"[1.0, 1, 0.5, 0.0]",chan,3,mode,TP,,0,,0,1,3,0,TP,1,1.0,0.5,10,0.0035,"[0.0, 1.0]",[1]
660,c,DTvec_dchan_180214,33,94.5247,0.9653732,1.40098,1.71193,1.03708,0.520388,0.287577,46.0,106.0,155.0,200.0,170.0,23.0,37.0,80.0,175.0,258.0,param,"[0.9, 0, 0.5, 0.0]",chan,3,mode,TP,,0,,0,1,3,0,TP,0,0.9,0.5,10,0.0035,"[0.0, 1.0]",[1]
661,c,DTvec_dchan_180214,35,90.1384,0.9515984,2.56919,1.79249,0.806891,0.67586,0.362198,76.0,107.0,115.0,250.0,207.0,17.0,29.0,68.0,147.0,226.0,param,"[0.9, 0, 0.5, 0.0]",chan,5,mode,TP,,0,,0,1,5,0,TP,0,0.9,0.5,10,0.0035,"[0.0, 1.0]",[1]
662,c,DTvec_dchan_180214,42,91.4911,0.9420496,3.15825,1.7621,0.705095,0.768979,0.398459,96.0,107.0,102.0,288.0,233.0,17.0,33.0,74.0,155.0,244.0,param,"[1.0, 0, 0.5, 0.0]",chan,5,mode,HL,,0,,0,1,5,0,HL,0,1.0,0.5,10,0.0035,"[0.0, 1.0]",[1]
663,c,DTvec_dchan_180214,98,91.0563,0.920198,3.15825,1.30699,0.784865,0.862135,0.578681,96.0,76.0,113.0,322.0,337.0,17.0,35.0,80.0,169.0,262.0,param,"[1.0, 1, 0.5, 0.0]",chan,5,mode,HL,,0,,0,1,5,0,HL,1,1.0,0.5,10,0.0035,"[0.0, 1.0]",[1]
664,c,DTvec_dchan_180214,91,90.0703,0.8477316,2.56919,1.30717,0.76537,0.700374,0.471189,76.0,75.0,109.0,259.0,269.0,17.0,31.0,72.0,159.0,240.0,param,"[0.9, 1, 0.5, 0.0]",chan,5,mode,TP,,0,,0,1,5,0,TP,1,0.9,0.5,10,0.0035,"[0.0, 1.0]",[1]
665,c,DTvec_dchan_180214,41,95.9807,0.8290776,1.67195,1.77498,0.843437,0.341767,0.0331522,55.0,110.0,128.0,133.0,20.0,21.0,35.0,76.0,163.0,240.0,param,"[1.0, 0, 0.5, 0.0]",chan,3,mode,TP,,0,,0,1,3,0,TP,0,1.0,0.5,10,0.0035,"[0.0, 1.0]",[1]
666,c,DTvec_dchan_180214,106,91.8725,0.8263896,3.31022,1.43896,0.736588,0.609906,0.298421,102.0,86.0,107.0,231.0,174.0,15.0,31.0,74.0,157.0,236.0,param,"[1.1, 1, 0.5, 0.0]",chan,5,mode,HL,,0,,0,1,5,0,HL,1,1.1,0.5,10,0.0035,"[0.0, 1.0]",[1]
667,c,DTvec_dchan_180214,139,85.3915,0.8013236,3.10853,1.3697,0.711022,0.607437,0.525109,92.0,78.0,96.0,210.0,291.0,21.0,43.0,104.0,235.0,354.0,param,"[0.35, 2, 0.5, 0.0]",chan,5,mode,TP,,0,,0,1,5,0,TP,2,0.35,0.5,10,0.0035,"[0.0, 1.0]",[1]
668,jd,DTasym_180214,81,476.796,1.1217764,0.873774,0.882044,1.59573,0.767689,0.66658,116.0,280.0,1203.0,1227.0,1458.0,21.0,41.0,101.0,203.0,314.0,param,"[0.5, 2, 0.5, 0.5]",machan,10,mode,TP,,0,,0,1,0,10,TP,2,0.5,0.5,10,0.0035,"[1.0, 0.0]",[1]
669,jd,DTasym_180214,44,449.454,1.09281178,0.510943,0.0268789,1.49017,1.22842,0.87634,54.0,8.0,1059.0,1833.0,1854.0,31.0,59.0,119.0,237.0,352.0,param,"[0.9, 1, 0.5, 0.5]",machan,10,mode,HL,,0,,0,1,0,10,HL,1,0.9,0.5,10,0.0035,"[1.0, 0.0]",[1]
670,jd,DTasym_180214,106,465.903,1.084223,1.5195,0.723157,1.83395,0.515029,0.332674,188.0,238.0,1351.0,781.0,720.0,17.0,29.0,57.0,121.0,194.0,param,"[0.45, 4, 0.5, 0.5]",machan,20,mode,HL,,0,,0,1,0,20,HL,4,0.45,0.5,10,0.0035,"[1.0, 0.0]",[1]
671,jd,DTasym_180214,107,477.136,1.0749314,0.331345,0.761873,1.66882,0.637572,0.450446,46.0,262.0,1259.0,969.0,972.0,13.0,21.0,45.0,93.0,158.0,param,"[0.45, 4, 0.5, 0.5]",machan,20,mode,TP,,0,,0,1,0,20,TP,4,0.45,0.5,10,0.0035,"[1.0, 0.0]",[1]
672,jd,DTasym_180214,26,468.955,1.0617042,0.671151,0.893569,1.4336,0.773876,0.730134,90.0,270.0,1063.0,1225.0,1578.0,13.0,29.0,65.0,137.0,210.0,param,"[1.1, 0, 0.5, 0.5]",machan,20,mode,HL,,0,,0,1,0,20,HL,0,1.1,0.5,10,0.0035,"[1.0, 0.0]",[1]
673,jd,DTvec_180214,156,450.497,1.02863266,0.0444207,-0.0857687,1.71977,0.894696,0.874206,6.0,-28.0,1225.0,1337.0,1866.0,37.0,59.0,111.0,233.0,332.0,param,"[0.45, 4, 0.5, 0.0]",machan,0,mode,HL,,0,,0,1,0,0,HL,4,0.45,0.5,10,0.0035,"[1.0, 0.0]",[1]
674,jd,DTasym_180214,24,458.645,0.9977324,0.195914,0.68417,1.23968,0.912566,0.848801,26.0,206.0,899.0,1433.0,1828.0,17.0,33.0,69.0,137.0,202.0,param,"[1.1, 0, 0.5, 0.5]",machan,10,mode,HL,,0,,0,1,0,10,HL,0,1.1,0.5,10,0.0035,"[1.0, 0.0]",[1]
675,jd,DTasym_180214,50,450.86,0.9833824,1.17071,0.458312,1.30598,0.92332,0.963074,146.0,132.0,931.0,1405.0,2046.0,19.0,43.0,103.0,203.0,304.0,param,"[1.0, 1, 0.5, 0.5]",machan,20,mode,HL,,0,,0,1,0,20,HL,1,1.0,0.5,10,0.0035,"[1.0, 0.0]",[1]
676,jd,DTasym_180214,40,468.223,0.9340792,-0.0309696,0.266676,1.20081,1.00105,0.761491,-4.0,82.0,889.0,1511.0,1634.0,35.0,67.0,139.0,277.0,408.0,param,"[0.8, 1, 0.5, 0.5]",machan,10,mode,HL,,0,,0,1,0,10,HL,1,0.8,0.5,10,0.0035,"[1.0, 0.0]",[1]
677,jd,DTasym_180214,110,472.27,0.9091944,1.31939,0.37672,1.53603,0.548596,0.445373,156.0,126.0,1147.0,813.0,950.0,13.0,25.0,45.0,93.0,158.0,param,"[0.5, 4, 0.5, 0.5]",machan,20,mode,HL,,0,,0,1,0,20,HL,4,0.5,0.5,10,0.0035,"[1.0, 0.0]",[1]
678,jd,DTasym_180214,31,454.006,0.9051794,0.808826,0.238835,1.50309,0.640441,0.371085,110.0,76.0,1079.0,977.0,804.0,43.0,95.0,199.0,405.0,600.0,param,"[0.5, 1, 0.5, 0.5]",machan,20,mode,TP,,0,,0,1,0,20,TP,1,0.5,0.5,10,0.0035,"[1.0, 0.0]",[1]
679,jd,DTasym_180214,104,470.611,0.8924026,0.63193,0.215445,1.53069,0.592594,0.296853,78.0,72.0,1139.0,907.0,642.0,17.0,29.0,57.0,123.0,194.0,param,"[0.45, 4, 0.5, 0.5]",machan,10,mode,HL,,0,,0,1,0,10,HL,4,0.45,0.5,10,0.0035,"[1.0, 0.0]",[1]
680,jd,DTasym_180214,83,459.366,0.8910112,0.728629,0.821686,1.38918,0.427505,0.789728,98.0,262.0,1009.0,663.0,1696.0,21.0,41.0,105.0,209.0,310.0,param,"[0.5, 2, 0.5, 0.5]",machan,20,mode,TP,,0,,0,1,0,20,TP,2,0.5,0.5,10,0.0035,"[1.0, 0.0]",[1]
681,jd,DTasym_180214,46,454.582,0.87916574,0.652089,0.0864027,1.23963,0.915083,0.705497,72.0,26.0,891.0,1375.0,1508.0,27.0,55.0,123.0,247.0,368.0,param,"[0.9, 1, 0.5, 0.5]",machan,20,mode,HL,,0,,0,1,0,20,HL,1,0.9,0.5,10,0.0035,"[1.0, 0.0]",[1]
682,jd,DTasym_180214,42,462.122,0.8644404,0.8236,0.60205,1.1455,0.714576,0.659503,90.0,176.0,837.0,1081.0,1424.0,31.0,63.0,143.0,291.0,424.0,param,"[0.8, 1, 0.5, 0.5]",machan,20,mode,HL,,0,,0,1,0,20,HL,1,0.8,0.5,10,0.0035,"[1.0, 0.0]",[1]
683,jd,DTasym_180214,30,442.533,0.85914784,0.0948853,0.0898492,1.63925,0.463695,0.0529899,12.0,28.0,1147.0,699.0,114.0,61.0,127.0,247.0,521.0,788.0,param,"[0.5, 1, 0.5, 0.5]",machan,20,mode,HL,,0,,0,1,0,20,HL,1,0.5,0.5,10,0.0035,"[1.0, 0.0]",[1]
684,jd,DTasym_180214,41,457.145,0.85598884,0.961792,0.0385782,1.16074,0.959943,0.656063,114.0,12.0,839.0,1441.0,1402.0,27.0,55.0,119.0,237.0,348.0,param,"[0.8, 1, 0.5, 0.5]",machan,10,mode,TP,,0,,0,1,0,10,TP,1,0.8,0.5,10,0.0035,"[1.0, 0.0]",[1]
685,jd,DTasym_180214,54,453.509,0.8482982,0.97587,0.236687,1.06685,0.935552,0.859814,128.0,70.0,765.0,1407.0,1806.0,15.0,39.0,91.0,175.0,268.0,param,"[1.1, 1, 0.5, 0.5]",machan,20,mode,HL,,0,,0,1,0,20,HL,1,1.1,0.5,10,0.0035,"[1.0, 0.0]",[1]
686,jd,DTasym_180214,91,438.164,0.8355344,1.70564,-0.35544,1.71333,0.553226,0.767681,210.0,-114.0,1187.0,857.0,1668.0,37.0,71.0,131.0,273.0,408.0,param,"[0.25, 4, 0.5, 0.5]",machan,20,mode,TP,,0,,0,1,0,20,TP,4,0.25,0.5,10,0.0035,"[1.0, 0.0]",[1]
687,jd,DTasym_180214,23,483.583,0.8314582,-0.0398015,0.172219,1.30392,0.688616,0.641641,-6.0,54.0,997.0,1115.0,1410.0,13.0,29.0,61.0,133.0,198.0,param,"[1.0, 0, 0.5, 0.5]",machan,20,mode,TP,,0,,0,1,0,20,TP,0,1.0,0.5,10,0.0035,"[1.0, 0.0]",[1]
688,jd,DTvec_dchan_180214,68,380.249,1.4952322,1.37605,0.258021,2.41172,1.19735,0.918347,138.0,64.0,1450.0,1396.0,1521.0,36.0,77.0,146.0,306.0,454.0,param,"[0.6, 1, 0.5, 0.0]",chan,11,mode,HL,,0,,0,1,11,0,HL,1,0.6,0.5,10,0.0035,"[0.0, 1.0]",[1]
689,jd,DTvec_pct25_180214,34,380.03,1.48000646,1.2667,-0.0633877,2.44307,1.28864,0.914484,123.0,-15.0,1468.0,1501.0,1516.0,36.0,77.0,144.0,298.0,446.0,param,"[0.6, 1, 0.5, 0.0]",chan,21,mode,HL,,0,,0,1,21,0,HL,1,0.6,0.5,10,0.0035,"[0.0, 1.0]",[1]
690,jd,DTvec_pct45_180214,34,385.865,1.4552884,1.33406,0.226122,2.3127,1.21246,0.858392,133.0,56.0,1411.0,1436.0,1445.0,36.0,77.0,148.0,313.0,468.0,param,"[0.6, 1, 0.5, 0.0]",chan,21,mode,HL,,0,,0,1,21,0,HL,1,0.6,0.5,10,0.0035,"[0.0, 1.0]",[1]
691,jd,DTvec_pct10_180214,32,380.035,1.4373592,1.33406,0.238316,2.40476,1.06948,0.794564,133.0,59.0,1445.0,1244.0,1314.0,36.0,77.0,146.0,308.0,458.0,param,"[0.6, 1, 0.5, 0.0]",chan,11,mode,HL,,0,,0,1,11,0,HL,1,0.6,0.5,10,0.0035,"[0.0, 1.0]",[1]
692,jd,DTvec_dchan_180214,4,374.36,1.38508528,1.10722,0.0822864,2.33478,1.08679,0.944566,107.0,20.0,1382.0,1271.0,1568.0,38.0,83.0,154.0,322.0,474.0,param,"[0.5, 0, 0.5, 0.0]",chan,11,mode,HL,,0,,0,1,11,0,HL,0,0.5,0.5,10,0.0035,"[0.0, 1.0]",[1]
693,jd,DTvec_pct25_180214,106,405.607,1.3797334,0.703882,0.115107,2.33423,1.05755,0.83656,84.0,32.0,1497.0,1341.0,1497.0,20.0,33.0,60.0,130.0,188.0,param,"[0.45, 4, 0.5, 0.0]",chan,21,mode,HL,,0,,0,1,21,0,HL,4,0.45,0.5,10,0.0035,"[0.0, 1.0]",[1]
694,jd,DTvec_pct25_180214,2,374.133,1.3751346,0.990976,-0.256007,2.37676,1.18908,0.935586,92.0,-59.0,1406.0,1392.0,1558.0,38.0,83.0,152.0,314.0,466.0,param,"[0.5, 0, 0.5, 0.0]",chan,21,mode,HL,,0,,0,1,21,0,HL,0,0.5,0.5,10,0.0035,"[0.0, 1.0]",[1]
695,jd,DTvec_dchan_180214,60,378.92,1.3724429,1.02268,-0.0531655,2.26328,1.19441,1.03248,99.0,-13.0,1356.0,1397.0,1718.0,40.0,91.0,166.0,348.0,510.0,param,"[0.5, 1, 0.5, 0.0]",chan,11,mode,HL,,0,,0,1,11,0,HL,1,0.5,0.5,10,0.0035,"[0.0, 1.0]",[1]
696,jd,DTvec_pct25_180214,58,375.58,1.3715076,-0.393475,-0.248802,2.13186,1.42131,1.04987,-37.0,-54.0,1266.0,1666.0,1745.0,53.0,113.0,214.0,448.0,658.0,param,"[0.2, 2, 0.5, 0.0]",chan,21,mode,HL,,0,,0,1,21,0,HL,2,0.2,0.5,10,0.0035,"[0.0, 1.0]",[1]
697,jd,DTvec_pct25_180214,30,378.968,1.3537848,0.90317,-0.396616,2.29303,1.28974,1.04166,84.0,-92.0,1374.0,1512.0,1739.0,40.0,91.0,164.0,340.0,502.0,param,"[0.5, 1, 0.5, 0.0]",chan,21,mode,HL,,0,,0,1,21,0,HL,1,0.5,0.5,10,0.0035,"[0.0, 1.0]",[1]
698,jd,DTvec_pct45_180214,106,406.68,1.3364706,0.773919,0.188873,2.14767,1.09907,0.880903,94.0,53.0,1381.0,1431.0,1615.0,20.0,33.0,62.0,141.0,204.0,param,"[0.45, 4, 0.5, 0.0]",chan,21,mode,HL,,0,,0,1,21,0,HL,4,0.45,0.5,10,0.0035,"[0.0, 1.0]",[1]
699,jd,DTvec_pct10_180214,0,374.14,1.32706844,1.0623,0.0618382,2.32769,0.959062,0.818908,102.0,15.0,1377.0,1119.0,1356.0,38.0,83.0,154.0,324.0,478.0,param,"[0.5, 0, 0.5, 0.0]",chan,11,mode,HL,,0,,0,1,11,0,HL,0,0.5,0.5,10,0.0035,"[0.0, 1.0]",[1]
700,jd,DTvec_pct10_180214,28,378.703,1.3197,0.977294,-0.07376,2.25623,1.0799,0.921884,94.0,-18.0,1351.0,1259.0,1531.0,40.0,91.0,166.0,350.0,514.0,param,"[0.5, 1, 0.5, 0.0]",chan,11,mode,HL,,0,,0,1,11,0,HL,1,0.5,0.5,10,0.0035,"[0.0, 1.0]",[1]
701,jd,DTvec_dchan_180214,100,380.196,1.28531804,0.213112,-0.0511498,2.1276,1.11127,0.683468,23.0,-13.0,1279.0,1343.0,1174.0,25.0,49.0,92.0,194.0,286.0,param,"[1.0, 1, 0.5, 0.0]",chan,11,mode,HL,,0,,0,1,11,0,HL,1,1.0,0.5,10,0.0035,"[0.0, 1.0]",[1]
702,jd,DTvec_pct45_180214,31,378.224,1.2807882,0.606445,-0.145099,2.17046,1.10406,0.586185,55.0,-35.0,1298.0,1318.0,993.0,34.0,73.0,138.0,291.0,444.0,param,"[0.5, 1, 0.5, 0.0]",chan,21,mode,TP,,0,,0,1,21,0,TP,1,0.5,0.5,10,0.0035,"[0.0, 1.0]",[1]
703,jd,DTvec_pct10_180214,104,413.506,1.273375,0.773919,0.188873,2.16881,0.920191,0.786887,94.0,53.0,1418.0,1179.0,1423.0,20.0,33.0,62.0,138.0,196.0,param,"[0.45, 4, 0.5, 0.0]",chan,11,mode,HL,,0,,0,1,11,0,HL,4,0.45,0.5,10,0.0035,"[0.0, 1.0]",[1]
704,jd,DTvec_pct25_180214,50,375.295,1.24515,0.125515,-0.32987,2.1874,1.09041,0.634126,13.0,-79.0,1298.0,1314.0,1088.0,25.0,49.0,90.0,188.0,280.0,param,"[1.0, 1, 0.5, 0.0]",chan,21,mode,HL,,0,,0,1,21,0,HL,1,1.0,0.5,10,0.0035,"[0.0, 1.0]",[1]
705,jd,DTvec_dchan_180214,84,383.958,1.2436514,0.00920004,0.168235,2.10181,0.923201,0.455007,1.0,43.0,1276.0,1093.0,766.0,32.0,61.0,116.0,244.0,372.0,param,"[0.8, 1, 0.5, 0.0]",chan,11,mode,HL,,0,,0,1,11,0,HL,1,0.8,0.5,10,0.0035,"[0.0, 1.0]",[1]
706,jd,DTvec_dchan_180214,212,413.113,1.2408786,0.773919,0.150123,2.15403,0.873105,0.753341,94.0,42.0,1407.0,1115.0,1359.0,20.0,33.0,62.0,138.0,196.0,param,"[0.45, 4, 0.5, 0.0]",chan,11,mode,HL,,0,,0,1,11,0,HL,4,0.45,0.5,10,0.0035,"[0.0, 1.0]",[1]
707,jd,DTvec_pct45_180214,2,382.898,1.2333974,1.0623,-0.183073,2.1225,1.05253,0.84278,102.0,-45.0,1285.0,1254.0,1424.0,38.0,83.0,156.0,329.0,488.0,param,"[0.5, 0, 0.5, 0.0]",chan,21,mode,HL,,0,,0,1,21,0,HL,0,0.5,0.5,10,0.0035,"[0.0, 1.0]",[1]
708,SR,DT3sp_180214,175,389.996,1.5083464,3.03061,1.67406,2.13414,0.799696,0.18873,365.0,459.0,1316.0,1204.0,441.0,1.0,9.0,9.0,29.0,44.0,param,"[1.0, 8, 0.5, 0.5]",machan,0,mode,TP,,0,,0,1,0,0,TP,8,1.0,0.5,10,0.0035,"[1.0, 0.0]",[1]
709,SR,DT3sp_180214,173,389.955,1.1174412,2.43093,1.14421,1.40453,0.816968,0.308794,299.0,311.0,866.0,1222.0,721.0,3.0,9.0,11.0,29.0,44.0,param,"[0.9, 8, 0.5, 0.5]",machan,40,mode,TP,,0,,0,1,0,40,TP,8,0.9,0.5,10,0.0035,"[1.0, 0.0]",[1]
