2009,12,10,11,9,12,10,10,12,11,9,10,10
2010,12,9,10,9,11,10,9,12,10,8,9,10
2011,12,9,10,8,11,9,12,11,12,12,9,9
2012,12,9,9,10,10,12,11,10,12,11,9,11
2013,11,8,8,10,10,12,11,12,12,NA,8,10
2014,10,10,10,9,9,11,11,12,11,10,10,10
2015,12,10,10,9,12,10,10,12,11,9,10,9
2016,12,9,9,12,10,10,12,12,12,12,9,9
2017,12,9,9,11,10,9,12,10,12,12,9,12
